ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1561593790,fibre // wooden tools,Woodworking,Crafts,USD,2015-03-17,1500.0,2015-02-20 19:42:47,351.0,failed,5,US,351.0,351.0,1500.0
487781848,THE WORD LIFE CLOTHING CO.,Fashion,Fashion,USD,2012-06-03,4000.0,2012-04-04 02:42:21,10.0,failed,2,US,10.0,10.0,4000.0
1987069063,New Album from THE WELL REDS,Pop,Music,USD,2012-09-26,5000.0,2012-08-21 23:14:46,6350.0,successful,70,US,6350.0,6350.0,5000.0
2133781687,Sigmund Coin And The Snufferblam Blaster,Children's Books,Publishing,USD,2011-07-11,3000.0,2011-04-12 21:02:16,21.0,failed,2,US,21.0,21.0,3000.0
1182737778,Solo Hiking for Women over 50,Nonfiction,Publishing,USD,2013-08-08,3000.0,2013-07-06 00:47:31,756.0,failed,15,US,756.0,756.0,3000.0
108917939,Contrast Magazine,Publishing,Publishing,USD,2016-05-02,7500.0,2016-04-02 10:19:30,155.0,failed,0,"N,0""",,155.0,7500.0
1518590983,Finders Keepers Chapter 2,Webcomics,Comics,USD,2017-06-13,300.0,2017-04-15 16:21:06,332.0,successful,7,US,39.0,332.0,300.0
492713033,Marooned,Webseries,Film & Video,USD,2012-02-06,2000.0,2012-01-22 01:12:13,2433.0,successful,93,US,2433.0,2433.0,2000.0
1913138699,2012 HONK! Festival of Activist Street Bands,Music,Music,USD,2012-08-29,12000.0,2012-07-30 20:02:11,14351.0,successful,265,US,14351.0,14351.0,12000.0
135813360,Writing Around the World,Journalism,Journalism,USD,2014-09-26,10000.0,2014-08-27 19:23:14,55.0,failed,2,US,55.0,55.0,10000.0
239996947,Shootout! The High Noon Card Game (Canceled),Tabletop Games,Games,USD,2014-10-30,4610.0,2014-09-30 20:02:20,74.0,canceled,5,US,74.0,74.0,4610.0
533290970,Into the Ground:  Debut solo album by Annie's Dream,Country & Folk,Music,USD,2015-03-05,6000.0,2015-02-03 20:17:08,6450.0,successful,109,US,6450.0,6450.0,6000.0
644238624,Askrias,Tabletop Games,Games,NZD,2016-08-08,3500.0,2016-07-07 11:15:39,5918.0,successful,56,NZ,1564.65,4260.93,2519.98
1042412954,Indiana Tenderloin Concession,Food Trucks,Food,USD,2015-07-28,20.0,2015-06-28 02:56:14,70.0,successful,2,US,70.0,70.0,20.0
345965183,Pasquinade Enquirer,Print,Journalism,GBP,2017-04-27,1000.0,2017-03-28 15:33:17,0.0,canceled,0,GB,0.0,0.0,1293.91
939967640,How to Mess with People that Wrong You,Publishing,Publishing,USD,2016-05-29,1000.0,2016-04-29 00:45:34,0.0,failed,0,US,0.0,0.0,1000.0
1441749785,Sleep is for the Dead,Shorts,Film & Video,USD,2011-11-04,3800.0,2011-10-03 15:42:51,4295.0,successful,51,US,4295.0,4295.0,3800.0
223222568,Holiday Scary Halloween Haunted Video Projection Effect,Film & Video,Film & Video,USD,2015-11-27,5000.0,2015-10-28 16:27:03,0.0,undefined,0,"N,0""",,0.0,5000.0
106144929,Support Msafiri Zawose's Mbotela Album Production,World Music,Music,USD,2013-03-15,1000.0,2013-02-13 01:19:04,50.0,failed,1,US,50.0,50.0,1000.0
855376025,"LDS Missionary Teaching Tool For ""The Restoration""",Product Design,Design,USD,2014-04-19,1000.0,2014-03-20 19:42:41,1118.0,successful,45,US,1118.0,1118.0,1000.0
207287547,"Spectacular Sunrise and Sunsets, the 2014 Calendar",Mixed Media,Art,USD,2013-07-15,3000.0,2013-06-11 17:57:58,10.0,failed,1,US,10.0,10.0,3000.0
825274442,Prevail Outdoors Television Project,Film & Video,Film & Video,USD,2013-08-09,10000.0,2013-07-10 21:32:38,100.0,failed,1,US,100.0,100.0,10000.0
1083441801,Should I go or should I go?,Documentary,Film & Video,USD,2015-07-07,1500.0,2015-07-05 21:53:50,100.0,failed,1,US,100.0,100.0,1500.0
441082761,Gym Crew Challenge 5,Dance,Dance,USD,2012-03-16,2000.0,2012-02-15 10:20:17,2375.76,successful,44,US,2375.76,2375.76,2000.0
2086255997,Happy Cow Cupcakes! Sweets for the Lactose Intolerant.,Food,Food,USD,2013-05-17,4000.0,2013-04-17 22:59:37,50.0,failed,1,US,50.0,50.0,4000.0
1606786267,The Elusive Man,Narrative Film,Film & Video,USD,2015-04-09,10000.0,2015-03-10 02:28:01,1.0,failed,1,US,1.0,1.0,10000.0
1705709662,`Franco` The Obnoxious Gay Imaginary Friend,Webseries,Film & Video,USD,2013-08-14,5000.0,2013-07-25 17:05:30,10.0,failed,1,US,10.0,10.0,5000.0
414495999,Neo Classical Piano Music,Classical Music,Music,USD,2013-10-26,6001.0,2013-09-26 21:10:45,240.0,failed,7,US,240.0,240.0,6001.0
272428632,CLICK IT OR STICK IT SEATBELT STATEMENTS,Product Design,Design,USD,2014-06-27,11980.0,2014-04-28 03:41:11,0.0,failed,0,US,0.0,0.0,11980.0
1326296755,"Fantasy Maps, The Shops!! 12 Shops for your town",Tabletop Games,Games,CAD,2016-12-08,600.0,2016-11-14 23:17:44,2826.0,successful,73,CA,786.49,2144.65,455.34
393227660,Kevin Andrew Prchal - New Album!,Country & Folk,Music,USD,2014-02-13,4500.0,2014-01-14 13:59:17,6306.32,successful,183,US,6306.32,6306.32,4500.0
739557876,Jot,Product Design,Design,USD,2017-05-28,2500.0,2017-04-28 05:14:43,2797.0,successful,43,US,198.0,2797.0,2500.0
1741835023,Snorin' Dogs-Austin's first Sonoran Food Trailer,Food,Food,USD,2012-09-27,5000.0,2012-08-28 20:09:17,692.0,failed,23,US,692.0,692.0,5000.0
931474980,Blood & Gourd Issue #3: Children of the Vine,Comic Books,Comics,USD,2017-11-24,6000.0,2017-10-25 03:59:48,7320.0,successful,142,US,20.0,7320.0,6000.0
1613412756,Log Cabin Restoration,Documentary,Film & Video,USD,2013-03-16,3000.0,2013-02-14 22:08:50,3640.0,successful,10,US,3640.0,3640.0,3000.0
300493138,Lacarus needs your help to record our debut album (Canceled),Music,Music,USD,2014-08-30,10000.0,2014-07-31 01:53:20,0.0,canceled,0,US,0.0,0.0,10000.0
1561141401,Help Launch the Most Amazing Online Organizing Guide Ever.,Nonfiction,Publishing,USD,2013-05-03,2220.0,2013-04-03 15:44:05,3976.0,successful,74,US,3976.0,3976.0,2220.0
1892575097,L'Oursin,Restaurants,Food,USD,2016-08-13,25000.0,2016-07-14 16:46:24,27325.0,successful,183,US,5825.0,27325.0,25000.0
134740453,Remember The Sultana Documentary,Documentary,Film & Video,USD,2014-06-05,75000.0,2014-04-21 21:00:22,108156.75,successful,930,US,108156.75,108156.75,75000.0
867294352,Donate $1 to DaVinci/Emerson Drama Club,Musical,Theater,USD,2014-06-26,650.0,2014-05-12 23:29:18,40.0,failed,3,US,40.0,40.0,650.0
174483355,Anime Fan In Japan,Documentary,Film & Video,USD,2016-02-19,5200.0,2015-12-21 22:53:17,20.0,failed,2,US,20.0,20.0,5200.0
244224398,Art Therapy For Special Needs Children,Art,Art,AUD,2017-05-12,1000.0,2017-03-23 05:14:29,282.75,failed,8,AU,13.03,208.75,738.28
927086440,SPOOKY-SILLY COMICS!,Comic Books,Comics,USD,2014-08-28,5000.0,2014-08-04 09:01:48,6702.45,successful,243,US,6702.45,6702.45,5000.0
563290930,Aluminum V groove rails for cnc. Truly affordable at last.,Technology,Technology,USD,2013-02-14,1700.0,2012-12-31 19:25:03,2807.0,successful,41,US,2807.0,2807.0,1700.0
431314548,LEEF | The PERFECT Minimalist Wallet & Key Holder,Product Design,Design,USD,2017-07-27,10000.0,2017-06-20 13:08:19,18639.0,successful,676,US,4977.0,18639.0,10000.0
1304757328,The Good People,Documentary,Film & Video,MXN,2017-03-09,100000.0,2017-02-07 13:58:48,10350.0,failed,16,MX,0.0,523.52,5058.17
881283339,Spirit Sounds: A Collaboration of Inter Faithful Musicians,World Music,Music,USD,2012-02-24,2750.0,2012-01-24 01:18:30,3048.0,successful,69,US,3048.0,3048.0,2750.0
1160704632,Help me bring this EP to the world!,Indie Rock,Music,USD,2012-10-25,1500.0,2012-09-25 00:33:44,103.0,failed,7,US,103.0,103.0,1500.0
2046930569,Mercenary Opus Movie Project,Film & Video,Film & Video,USD,2013-06-29,50000.0,2013-05-28 18:16:09,2440.0,failed,45,US,2440.0,2440.0,50000.0
587053173,I do.,Narrative Film,Film & Video,USD,2016-10-21,1200.0,2016-09-11 05:55:39,1328.69,successful,25,US,128.69,1328.69,1200.0
1461533868,"Rebel Fashion - Get Casual, Funky or Dress with style!",Fashion,Fashion,CAD,2017-07-09,25000.0,2017-06-09 16:49:44,340.0,failed,6,CA,0.0,267.21,19647.91
290046648,Jason Must Live,Tabletop Games,Games,EUR,2018-01-16,11600.0,2017-12-17 00:13:47,1310.0,live,57,ES,691.72,1589.94,14078.87
188745280,Small of Her Back : Post-Production,Film & Video,Film & Video,USD,2010-12-01,10000.0,2010-10-19 01:44:20,10808.0,successful,126,US,10808.0,10808.0,10000.0
569385036,"MaLe Dane: The New ALBUM Debut "" Live Fast, Die Pretty""",Hip-Hop,Music,USD,2013-10-27,10000.0,2013-09-27 20:09:12,10.0,failed,1,US,10.0,10.0,10000.0
723720974,Stelle-Hardcover Edition of a Man's Journey (Canceled),Comics,Comics,USD,2011-11-15,9500.0,2011-10-11 13:38:02,0.0,canceled,0,US,0.0,0.0,9500.0
1881164759,Rocket Cats in Space! Relaunched!,Tabletop Games,Games,USD,2017-04-12,13000.0,2017-03-13 05:01:05,8538.0,canceled,102,US,2323.0,8538.0,13000.0
2031097701,U.S. Army Veteran European Business Venture,Restaurants,Food,USD,2015-09-10,350000.0,2015-07-27 23:12:11,296.0,failed,7,US,296.0,296.0,350000.0
1345084468,Nine past Twelve: a collection of short stories,Fiction,Publishing,USD,2011-09-25,2500.0,2011-08-26 14:33:10,0.0,failed,0,US,0.0,0.0,2500.0
1222163022,Studio 25: Creative Co-working,Art,Art,USD,2018-01-16,6600.0,2017-12-09 05:17:42,340.0,live,5,US,0.0,340.0,6600.0
963306386,"Game of Thrones Westeros ""Golden Dragon"" coins",Product Design,Design,USD,2013-08-30,10500.0,2013-07-31 14:42:18,20794.0,successful,361,US,20794.0,20794.0,10500.0
2013709530,Skateboarding Art!,Digital Art,Art,USD,2015-04-16,5000.0,2015-03-17 02:57:57,10.0,failed,1,US,10.0,10.0,5000.0
1750128147,Creating eventual international evening',World Music,Music,EUR,2016-07-11,150000.0,2016-06-01 14:04:18,0.0,failed,0,FR,0.0,0.0,166920.76
1224388175,V RAE EXPRESSIONS - a 2013 holidays debut,Art Books,Publishing,USD,2013-12-04,17950.0,2013-11-04 22:25:33,7830.0,failed,26,US,7830.0,7830.0,17950.0
815849894,Chocolate Bath & Body,Crafts,Crafts,USD,2015-03-20,1000.0,2015-02-03 19:24:27,16.0,failed,1,US,16.0,16.0,1000.0
1011548579,Cooperstand Professional Multiple Instrument Stand,Product Design,Design,USD,2013-09-01,50000.0,2013-07-18 05:01:12,3459.0,canceled,25,US,3459.0,3459.0,50000.0
1676256795,Red No. 95 issue 1,Comics,Comics,USD,2016-04-09,800.0,2016-03-05 22:40:57,1052.0,successful,30,US,1052.0,1052.0,800.0
74686096,15th Anniversary Satchmo SummerFest Kids Arts & Crafts,Art,Art,USD,2015-07-08,1000.0,2015-06-08 18:07:23,1100.0,successful,15,US,1100.0,1100.0,1000.0
1534999017,Fat Paddles - Universal Ski Brakes that Don't Suck,Product Design,Design,USD,2012-04-25,20000.0,2012-03-26 18:57:00,125.0,failed,6,US,125.0,125.0,20000.0
592847343,rocki presses her first full length album!,Indie Rock,Music,USD,2011-08-06,1000.0,2011-07-07 21:45:39,1575.0,successful,42,US,1575.0,1575.0,1000.0
2067133094,Better Belize It,Academic,Publishing,USD,2017-07-29,1500.0,2017-06-29 23:45:09,50.0,failed,1,US,0.0,50.0,1500.0
1608662300,Star Spark Paintings,Painting,Art,USD,2015-05-16,5000.0,2015-04-25 00:19:57,1663.0,failed,15,US,1663.0,1663.0,5000.0
1626169332,Support Matchmaking for Lawn Care at MowFinder.com,Web,Technology,USD,2014-12-16,2000.0,2014-10-17 02:44:05,1.0,failed,1,US,1.0,1.0,2000.0
1896443740,STOCKED AND LOADED,Webseries,Film & Video,USD,2012-06-30,70000.0,2012-05-16 22:44:18,3746.0,failed,19,US,3746.0,3746.0,70000.0
1952190962,Faith Over Fear Animated Short Film,Animation,Film & Video,CAD,2014-09-20,15000.0,2014-08-21 14:25:52,896.0,failed,22,CA,819.34,806.34,13498.92
404489075,Bicycoasters,Product Design,Design,GBP,2015-05-14,1000.0,2015-04-14 19:02:01,152.0,failed,7,GB,222.24,238.78,1570.94
1159267947,Dragon Scale Playing Cards (Special Edition),Playing Cards,Games,USD,2015-08-27,1000.0,2015-08-04 20:58:43,9552.0,successful,127,US,9552.0,9552.0,1000.0
1878051920,"KSON's ""Light In Me"" Debut Album",Hip-Hop,Music,USD,2013-06-24,700.0,2013-04-25 21:58:43,770.0,successful,13,US,770.0,770.0,700.0
303929615,Portrait of A Pilgrim: Stories from the Camino de Santiago.,Photography,Photography,USD,2013-07-21,4000.0,2013-06-21 17:20:19,5848.14,successful,117,US,5848.14,5848.14,4000.0
366811360,Gravity XL & 3.0: High Performance Grappling Hooks.,Product Design,Design,USD,2017-03-29,7500.0,2017-02-19 08:42:42,64572.0,successful,859,US,3495.0,64572.0,7500.0
1575536727,The MedalMad App for a Not for Profit Organisation,Apps,Technology,GBP,2017-08-10,35000.0,2017-07-11 20:04:58,20.0,failed,1,GB,0.0,25.96,45427.41
451522316,The Making of Urban Elements Magazine & the Strive for Social Awareness ,Publishing,Publishing,USD,2010-07-28,3500.0,2010-06-11 06:34:56,0.0,failed,0,US,0.0,0.0,3500.0
1236296372,Be Part of Rodeo & Juliet's New Recording Project,Country & Folk,Music,USD,2012-02-26,25000.0,2012-01-26 05:11:42,7220.0,failed,72,US,7220.0,7220.0,25000.0
1230009126,Tomb of Tyrants,Video Games,Games,USD,2014-06-09,6000.0,2014-05-25 04:13:40,587.0,failed,38,US,587.0,587.0,6000.0
1713518851,TANGLEWOOD: An original game for the SEGA Genesis/Mega Drive,Video Games,Games,GBP,2016-12-18,48000.0,2016-11-13 01:19:32,54830.5,successful,892,GB,349.28,67163.79,58796.87
1604114398,DestroyerZ,Video Games,Games,CAD,2017-01-14,5000.0,2016-12-15 23:42:17,1.0,failed,1,CA,0.76,0.75,3739.16
1173116467,Dragtown - A Comedy Web Series (Canceled),Webseries,Film & Video,USD,2011-02-26,3000.0,2011-01-12 17:03:09,200.0,canceled,1,US,200.0,200.0,3000.0
683134174,BOWBOARD™ Just Gravity and You! (Canceled),Product Design,Design,USD,2013-12-23,150000.0,2013-11-13 00:36:20,12266.0,canceled,59,US,12266.0,12266.0,150000.0
2031290268,Square Off - World’s most evolved chess board ever,Tabletop Games,Games,EUR,2016-11-18,45000.0,2016-10-12 00:24:59,111515.0,canceled,475,IT,9198.05,118529.58,47830.62
1525384647,"Putting the ""FUN"" back in the ""FUNK""!",R&B,Music,USD,2014-09-25,5000.0,2014-08-11 16:34:52,0.0,failed,0,US,0.0,0.0,5000.0
1722267168,Kiss Comics,Comics,Comics,GBP,2014-07-11,3000.0,2014-06-02 21:36:48,2160.0,failed,52,GB,3619.48,3697.93,5136.02
994321609,Bee-Kind. The first friendly insect remover.,Gadgets,Technology,EUR,2014-10-10,165000.0,2014-08-26 13:59:35,4494.0,failed,66,NL,5932.77,5679.55,208528.17
2140806540,Motus | A simple gesture and hotkey wireless device,Hardware,Technology,CAD,2014-08-24,128000.0,2014-07-10 01:42:11,5413.0,failed,48,CA,5069.98,4987.1,117928.87
575907655,S. Florida - Taiji Push Hands Seminar with Adam Mizner,Performance Art,Art,USD,2012-02-17,1600.0,2011-12-19 23:31:54,600.0,failed,4,US,600.0,600.0,1600.0
790210480,CastBaus,Web,Technology,USD,2016-04-09,9000.0,2016-03-10 23:05:36,102.0,failed,3,US,102.0,102.0,9000.0
578289525,Creating my Portfolio,Photography,Photography,CAD,2014-12-10,2500.0,2014-11-10 19:25:26,200.0,failed,1,CA,176.45,172.71,2158.89
1683603612,Asce and Azor Anthology (Volumes 1-5),Illustration,Art,USD,2017-03-08,500.0,2017-02-06 21:34:33,0.0,failed,0,US,0.0,0.0,500.0
1728477925,Fastback: Issue 1,Comics,Comics,USD,2013-04-13,3000.0,2013-03-14 15:51:52,3116.0,successful,63,US,3116.0,3116.0,3000.0
1104133645,JARDIN MÉCANIQUE: THE GRAPHIC NOVEL - LA BANDE DESSINÉE,Graphic Novels,Comics,CAD,2017-04-14,20000.0,2017-03-15 19:02:31,24683.0,successful,444,CA,2532.63,18320.34,14844.5
252871353,Nature Glamour Hair 100% Human Hair Extensions,Accessories,Fashion,USD,2014-08-06,5000.0,2014-07-07 23:01:40,25.0,failed,1,US,25.0,25.0,5000.0
1266437352,The Laconian: A decopunk mobile piano lounge,Music,Music,USD,2013-05-31,7500.0,2013-05-01 20:53:03,962.0,failed,14,US,962.0,962.0,7500.0
1721492696,The Murder Mayor Music Video Animation Project,Music Videos,Film & Video,USD,2016-07-18,4500.0,2016-07-03 09:08:32,0.0,failed,0,US,0.0,0.0,4500.0
1284488723,'A Sore Head' - An artist book by Robert Welch,Art Books,Publishing,GBP,2015-02-10,5500.0,2015-01-07 19:44:25,6621.0,successful,162,GB,10104.25,10181.61,8457.76
1878172985,"""HOLY MOLEY""",Shorts,Film & Video,USD,2012-05-26,25000.0,2012-04-26 20:21:07,0.0,failed,0,US,0.0,0.0,25000.0
1889967333,Groovy Boomstick Enamel Pin by Deeply Dapper,Art,Art,USD,2017-09-20,280.0,2017-08-18 23:23:01,798.0,successful,32,US,536.0,798.0,280.0
1543705188,Fashion water-repellent clothes - A new standard for clothes,Ready-to-wear,Fashion,DKK,2015-12-11,100000.0,2015-11-01 15:40:04,135305.0,successful,66,DK,19941.03,19858.08,14676.53
143518165,Regeria Hope - Honest/Corrupt Lawyer Visual Novel,Video Games,Games,USD,2015-03-26,6000.0,2015-02-24 02:19:33,7341.84,successful,359,US,7341.84,7341.84,6000.0
369863284,New Game for Coney Island Basket-Pong Arena,Games,Games,USD,2013-04-18,10000.0,2013-03-19 00:45:20,0.0,failed,0,US,0.0,0.0,10000.0
345392419,The filament extruder,3D Printing,Technology,USD,2015-06-05,5000.0,2015-05-16 01:00:04,5730.0,successful,8,US,5730.0,5730.0,5000.0
1424078949,Doctor Foxmeat's Recliner of Arcanum,Webseries,Film & Video,USD,2015-08-28,3500.0,2015-07-29 21:37:38,291.0,failed,9,US,291.0,291.0,3500.0
108702658,The Wayward Traveler's Guide Map Series 1 VTT Battle Maps,Tabletop Games,Games,USD,2016-05-31,300.0,2016-04-30 08:28:16,10.0,canceled,2,US,10.0,10.0,300.0
832730571,Arduino High Power H-Bridge Motor Shield,DIY Electronics,Technology,GBP,2017-09-09,5000.0,2017-08-10 17:11:18,1816.0,failed,38,GB,1458.25,2467.53,6793.85
2107196615,ACT APP,Technology,Technology,GBP,2016-06-01,25000.0,2016-05-11 23:21:16,15.0,failed,3,GB,21.61,21.65,36080.76
240212285,The Picture Perfect: We Are Dreamers,Pop,Music,USD,2013-12-23,5500.0,2013-11-13 23:48:56,10614.95,successful,224,US,10614.95,10614.95,5500.0
2006753970,BengjyMinu-> All things leather,Crafts,Crafts,GBP,2015-07-15,350.0,2015-06-15 17:24:56,122.0,failed,6,GB,189.85,190.24,545.77
1852234100,Cubs 100: A Century at Wrigley,Nonfiction,Publishing,USD,2015-02-18,1000.0,2015-01-19 16:03:56,1300.0,successful,26,US,1300.0,1300.0,1000.0
1726362986,"Cannabis tv network, 3 days Please Help us get backed :)",Television,Film & Video,USD,2014-09-18,500.0,2014-08-19 02:32:11,59.0,failed,5,US,59.0,59.0,500.0
1878361945,Snatched,Television,Film & Video,USD,2014-07-14,15000.0,2014-05-30 21:21:38,650.0,failed,4,US,650.0,650.0,15000.0
2142537612,Tubey - The Mini Wacky Wavy Inflatable Flailing Tube Man,Product Design,Design,USD,2017-04-08,60000.0,2017-03-09 01:50:08,5147.0,failed,97,US,831.0,5147.0,60000.0
1775788456,"""Limitless""",Hip-Hop,Music,USD,2014-08-07,20000.0,2014-07-08 16:35:53,0.0,failed,0,US,0.0,0.0,20000.0
804475474,Puppet Hats and T-shirts,Apparel,Fashion,EUR,2017-03-26,30000.0,2017-02-24 01:46:28,1.0,failed,1,BE,0.0,1.07,32072.87
488491938,Charlie Chipmink,Children's Books,Publishing,USD,2017-06-03,35000.0,2017-05-04 02:14:23,430.0,failed,6,US,0.0,430.0,35000.0
306621943,What's in That Barn? A DVD of Unknown Motoring Collections!!,Documentary,Film & Video,GBP,2013-09-17,30000.0,2013-07-19 16:33:08,80.0,failed,3,GB,121.33,128.16,48058.44
650487789,Strawberry Lane: A Love Story,Horror,Film & Video,USD,2015-11-15,1000.0,2015-10-16 04:09:01,105.0,failed,7,US,105.0,105.0,1000.0
2056400653,Beginning Of The Lasagne,Food,Food,AUD,2014-08-21,20.0,2014-07-22 01:03:24,2.0,failed,1,AU,1.87,1.86,18.62
1024644932,Start my own Etsy store,DIY,Crafts,USD,2017-08-18,110.0,2017-08-08 19:37:50,122.0,successful,3,US,122.0,122.0,110.0
501036479,"The 1,000 Strangers Project",People,Photography,USD,2014-11-07,6000.0,2014-10-08 06:36:42,2.0,failed,1,US,2.0,2.0,6000.0
243490158,All The Chains Half Persian Chainmail Bracelets,Jewelry,Fashion,USD,2015-05-31,200.0,2015-05-01 06:16:15,202.0,successful,5,US,202.0,202.0,200.0
1317972662,Farmlands an Indie Game Project (Canceled),Video Games,Games,USD,2009-08-01,10000.0,2009-05-05 10:58:19,850.0,canceled,19,US,850.0,850.0,10000.0
377081512,"Red Yarn's ""Deep Woods Revival""",Kids,Music,USD,2015-05-23,7500.0,2015-04-23 04:51:59,10951.0,successful,229,US,10951.0,10951.0,7500.0
203525682,Language of the Universe,Webseries,Film & Video,USD,2013-01-28,10000.0,2013-01-04 16:43:22,10000.0,successful,194,US,10000.0,10000.0,10000.0
210701439,How to Be a Grown Up,Nonfiction,Publishing,USD,2012-10-29,2500.0,2012-09-29 11:49:52,2672.0,successful,38,US,2672.0,2672.0,2500.0
1326811357,GoD Factory: Wingmen,Video Games,Games,USD,2013-07-06,70000.0,2013-05-22 12:33:47,33247.0,failed,800,US,33247.0,33247.0,70000.0
387659761,Ricochettt (Canceled),Video Games,Games,USD,2014-12-19,15000.0,2014-11-19 21:37:00,39.0,canceled,2,US,39.0,39.0,15000.0
1567264787,Muista Active Chair: Freedom To Rock and Fidget At Work,Product Design,Design,GBP,2017-07-12,52000.0,2017-06-21 13:32:23,10212.0,failed,53,GB,2483.64,13249.09,67465.0
918501358,SavR - The easy way to save,Apps,Technology,AUD,2017-09-23,20000.0,2017-08-24 10:27:33,765.0,canceled,21,AU,217.01,599.11,15662.93
374341365,"GET KNOTTY IN TUSCANY ""DALLA TERRA AL CIELO""",Art,Art,USD,2013-06-24,4200.0,2013-05-25 10:27:25,2150.0,failed,21,US,2150.0,2150.0,4200.0
463251612,The Rebellion: The Legend of the White Witch of Rose Hall.,Narrative Film,Film & Video,USD,2012-10-07,40000.0,2012-09-07 13:53:35,3015.0,failed,36,US,3015.0,3015.0,40000.0
540053099,Giant inflatable heart - art installation at Art Fair Basel,Installations,Art,EUR,2017-04-20,22000.0,2017-03-30 09:01:29,2131.0,failed,49,DE,973.49,2279.75,23535.7
465411004,Audio Book Version of Lift Off! Book One of Fire and Flight,Radio & Podcasts,Publishing,USD,2016-07-18,100.0,2016-07-05 19:31:35,241.0,successful,3,US,1.0,241.0,100.0
1370158498,Gilgamesh,Film & Video,Film & Video,USD,2011-04-04,2500.0,2011-02-01 09:31:55,3332.0,successful,50,US,3332.0,3332.0,2500.0
984929915,REST a CD by Caleb Straight,Faith,Music,USD,2014-09-13,8000.0,2014-08-14 21:07:11,915.0,failed,14,US,915.0,915.0,8000.0
1816480940,Qquip-The World's New #1 Challenging Card Game,Tabletop Games,Games,USD,2014-02-05,1500.0,2014-01-06 14:08:20,212.0,failed,31,US,212.0,212.0,1500.0
